Key,File,Type,UsedInMainMenu,NoTranslate,english,russian
Reward_RangeT4_ShotgunDesc,items,Item,,,[DECEA3]Improved[-] auto shotgun and shells.,[DECEA3]Улучшенный[-] автоматический дробовик и патроны.
Reward_RangeT4_MachineGun,items,Item,,,Kit with [DECEA3]Improved[-] M60 Machine Gun,Комплект с [DECEA3]Улучшенным[-] пулемётом М60
Reward_RangeT4_MachineGunDesc,items,Item,,,[DECEA3]Improved[-] M60 machine gun and ammo.,[DECEA3]Улучшенный[-] Пулемёт М60 и патроны.
Reward_RangeT4_Bow,items,Item,,,Kit with [DECEA3]Improved[-] Compound Bow,Комплект с [DECEA3]Улучшенным[-] композитным луком
Reward_RangeT4_BowDesc,items,Item,,,[DECEA3]Improved[-] compound bow and steel arrows.,[DECEA3]Улучшенный[-] композитный лук и стальные стрелы.
Reward_RangeT4_Crossbow,items,Item,,,Kit with [DECEA3]Improved[-] Compound Crossbow,Комплект с [DECEA3]Улучшенным[-] композитным арбалетом
Reward_RangeT4_CrossbowDesc,items,Item,,,[DECEA3]Improved[-] compound crossbow and steel arrows.,[DECEA3]Улучшенный[-] Композитный арбалет и стальные стрелы.
Reward_RangeT4_Pistol,items,Item,,,Kit with [DECEA3]Improved[-] SMG-5,Комплект с [DECEA3]Улучшенным[-] ПП-5
Reward_RangeT4_PistolDesc,items,Item,,,[DECEA3]Improved[-] SMG-5 and ammo.,[DECEA3]Улучшенное[-] ПП-5 и патроны.
questRangeT4_Rifle,items,Item,,,[FF6666]Quest[-] [DECEA3]Improved[-] Sniper Rifle,[FF6666]Квест[-] [DECEA3]Улучшенная[-] Снайперская винтовка
questRangeT4_RifleDesc,items,Item,,,By completing the conditions you will receive an [DECEA3]Improved[-] Sniper Rifle.,"Выполнив условия, вы получите [DECEA3]Улучшенную[-] Снайперскую винтовку."
questRangeT4_Shotgun,items,Item,,,[FF6666]Quest[-] [DECEA3]Improved[-] Auto Shotgun,[FF6666]Квест[-] [DECEA3]Улучшенный[-] Автоматический дробовик
questRangeT4_ShotgunDesc,items,Item,,,By completing the conditions you will receive an [DECEA3]Improved[-] Auto Shotgun.,"Выполнив условия, вы получите [DECEA3]Улучшенный[-] Автоматический дробовик."
questRangeT4_MachineGun,items,Item,,,[FF6666]Quest[-] [DECEA3]Improved[-] M60 Machine Gun,[FF6666]Квест[-] [DECEA3]Улучшенный[-] Пулемёт М60
questRangeT4_MachineGunDesc,items,Item,,,By completing the conditions you will receive an [DECEA3]Improved[-] M60 Machine Gun.,"Выполнив условия, вы получите [DECEA3]Улучшенный[-] Пулемёт М60."
questRangeT4_Archery,items,Item,,,[FF6666]Quest[-] [DECEA3]Improved[-] Compound Bow or Crossbow,[FF6666]Квест[-] [DECEA3]Улучшенный[-] Композитный лук или арбалет
questRangeT4_ArcheryDesc,items,Item,,,By completing the conditions you will receive an [DECEA3]Improved[-] Compound Bow or Crossbow.,"Выполнив условия, вы получите [DECEA3]Улучшенный[-] Композитный лук или арбалет."
questRangeT4_Pistol,items,Item,,,[FF6666]Quest[-] [DECEA3]Improved[-] SMG-5,[FF6666]Квест[-] [DECEA3]Улучшенный[-] ПП-5
questRangeT4_PistolDesc,items,Item,,,By completing the conditions you will receive an [DECEA3]Improved[-] SMG-5.,"Выполнив условия, вы получите [DECEA3]Улучшенный[-] ПП-5."
BetterWeapon_MeleeT5,items,Item,,,"[DECEA3]Quest[-] [FF6666]""Better Weapon""[-] Chapter 8",[DECEA3]Квест[-] [FF6666]«Лучшее оружие»[-] Глава 8
BetterWeapon_MeleeT5Desc,items,Item,,,[FF6666]Call Me by Name — Melee[-]\nBy completing the conditions you will learn how to obtain a powerful named melee weapon of your choice and can continue the quest chain.\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restart is only possible with admin help.,"[FF6666]Называй меня по имени, Ближний бой[-]\nВыполнив условия, вы узнаете, как получить мощное именное оружие ближнего боя на ваш выбор, и сможете продолжить цепочку квеста.\n\n[DECEA3]Внимание! Отмена этого задания прервёт всю цепочку квеста. Повторный запуск возможен только с помощью администратора."
Reward_MeleeT5_Spear,items,Item,,,Kit with [FFB800]Combistick[-] Spear,Комплект с копьем [FFB800]«Комбистик»[-]
Reward_MeleeT5_SpearDesc,items,Item,,,[FFB800]Combistick[-] spear and a repair kit.,Копье [FFB800]«Комбистик»[-] и ремонтный набор.
Reward_MeleeT5_Club,items,Item,,,Kit with [FFB800]Barbarian[-] Axe,Комплект с топором [FFB800]«Варвар»[-]
Reward_MeleeT5_ClubDesc,items,Item,,,[FFB800]Barbarian[-] axe and a repair kit.,Топор [FFB800]«Варвар»[-] и ремонтный набор.
Reward_MeleeT5_Sledgehammer,items,Item,,,Kit with [FFB800]Mjolnir[-] Hammer,Комплект с молотом [FFB800]«Мьёллнир»[-]
Reward_MeleeT5_SledgehammerDesc,items,Item,,,[FFB800]Mjolnir[-] hammer and a repair kit.,Молот [FFB800]«Мьёллнир»[-] и ремонтный набор.
Reward_MeleeT5_Knuckles,items,Item,,,Kit with [FFB800]Mouse Claws[-] Knuckles,Комплект с кастетами [FFB800]«Когти мышки»[-]
Reward_MeleeT5_KnucklesDesc,items,Item,,,[FFB800]Mouse Claws[-] knuckles and a repair kit.,Кастеты [FFB800]«Когти мышки»[-] и ремонтный набор.
Reward_MeleeT5_Knife,items,Item,,,Kit with [FFB800]Indiana[-] Machete,Комплект с мачете [FFB800]«Индиана»[-]
perkBuilderJewishName,progression,perk,,,[FF3030]Jewish Smith[-],[FF3030]Еврейский кузнец[-]
perkBuilderJewishDesc,progression,perk,,,[AAAAAA]Opens the crimson [FF3030]Jewish Forge[-].[-],[AAAAAA]Открывает багровую [FF3030]Еврейскую кузницу[-].[-]
perkBuilderJewishLongDesc,progression,perk,,,"[AAAAAA]Learn the secrets of the [FF3030]Jewish[-] forge and its red autominers. Unlocks the forge, upgrades and the full metal chain.[-]","[AAAAAA]Познаёт секреты [FF3030]Еврейской[-] кузницы и её красных автомайнеров. Открывает кузницу, улучшения и полную цепочку металлов.[-]"
perkBuilderJewishLevel1Desc,progression,perk,,,[FF3030]Jewish Forge[DECEA3] + Unlock[-],[FF3030]Еврейская кузница[DECEA3] + Разблокировка[-]
perkBuilderJewishLevel1LongDesc,progression,perk,,,"[AAAAAA]Unlocks recipes, modules and refining for the [FF3030]Jewish[-] forge.[-]","[AAAAAA]Открывает рецепты, модули и переплавку для [FF3030]Еврейской[-] кузницы.[-]"
reqPerkBuilderJewish,progression,requirement,,,Requires skill [FF3030]Jewish Smith[-],Требуется навык [FF3030]Еврейский кузнец[-]
forgeJewish,blocks,workstation,,,[FF3030]Jewish[-] Forge,[FF3030]Еврейская[-] кузница
forgeJewishDesc,blocks,workstation,,,"[AAAAAA]Portable crimson forge for working with [FF3030]Jewish metals[-], diamonds, gold and silver.[-]","[AAAAAA]Переносная багровая кузница для работы с [FF3030]Еврейскими металлами[-], алмазами, золотом и серебром.[-]"
forgeJewishCraftDesc,blocks,crafting,,,[FF3030]Jewish Forge[-]\n\n[FFFF00]Crafted only at the 'Madness Is Our Everything' workbench[-],[FF3030]Еврейская кузница[-]\n\n[FFFF00]Крафтится только в верстаке 'Безумие - наше всё'[-]
forgeJewishBellows,items,tool,,,[FF3030]Jewish[-] Bellows,[FF3030]Еврейские[-] меха
forgeJewishBellowsCraftDesc,blocks,crafting,,,[FF3030]Jewish Bellows[-]\n\n[00FF88]⚡ Reduces smelting time by [FFD700]90%[-]\n[FFFF00]Crafted only at the 'Madness Is Our Everything' workbench[-],[FF3030]Еврейские меха[-]\n\n[00FF88]⚡ Уменьшают время плавки на [FFD700]90%[-]\n[FFFF00]Крафтится только в верстаке 'Безумие - наше всё'[-]
forgeJewishCrucible,items,tool,,,[FF3030]Jewish[-] Crucible,[FF3030]Еврейский[-] тигель
forgeJewishCrucibleCraftDesc,blocks,crafting,,,[FF3030]Jewish Crucible[-]\n\n[FFFF00]Crafted only at the 'Madness Is Our Everything' workbench[-],[FF3030]Еврейский тигель[-]\n\n[FFFF00]Крафтится только в верстаке 'Безумие - наше всё'[-]
forgeJewishAnvil,items,tool,,,[FF3030]Jewish[-] Anvil,[FF3030]Еврейская[-] наковальня
forgeJewishAnvilCraftDesc,blocks,crafting,,,[FF3030]Jewish Anvil[-]\n\n[FFFF00]Crafted only at the 'Madness Is Our Everything' workbench[-],[FF3030]Еврейская наковальня[-]\n\n[FFFF00]Крафтится только в верстаке 'Безумие - наше всё'[-]
toolJewishMinerCore,items,tool,,,[FF3030]Jewish[-] Miner Core,[FF3030]Еврейское[-] Ядро Майнера
toolJewishMinerCoreDesc,items,tool,,,[AAAAAA]Sacred [FF3030]Jewish[-] core upgrade for auto-miners. Cuts mining time in half when installed into the speed slot.[-],[AAAAAA]Священное [FF3030]Еврейское[-] улучшение ядра для авто-майнеров. Сокращает время добычи вдвое при установке в слот скорости.[-]
toolJewishMinerDrill,items,tool,,,[FF3030]Jewish[-] Miner Drill,[FF3030]Еврейское[-] Сверло Майнера
toolJewishMinerDrillDesc,items,tool,,,[AAAAAA]Reinforced [FF3030]Jewish[-] drill for auto-miners. Doubles machine yield when installed into the quantity slot.[-],[AAAAAA]Усиленное [FF3030]Еврейское[-] сверло для авто-майнеров. Удваивает добычу машины при установке в слот количества.[-]
toolJewishMinerDetector,items,tool,,,[FF3030]Jewish[-] Miner Detector,[FF3030]Еврейский[-] Детектор Майнера
toolJewishMinerDetectorDesc,items,tool,,,[AAAAAA]Precision [FF3030]Jewish[-] detector for auto-miners. Improves output class when installed into the type slot.[-],[AAAAAA]Точный [FF3030]Еврейский[-] детектор для авто-майнеров. Улучшает класс добычи при установке в слот типа.[-]
resourceJewishDiamond,items,resource,,,[FF3030]Jewish[-] Diamonds,[FF3030]Еврейские[-] Алмазы
resourceJewishDiamondDesc,items,resource,,,[AAAAAA][FF3030]Jewish[-] diamonds for refining in the [FF3030]Jewish Forge[-].[-],[AAAAAA][FF3030]Еврейские[-] алмазы для переплавки в [FF3030]Еврейской кузнице[-].[-]
resourceJewishGoldNugget,items,resource,,,[CC0000]Jewish[-] Gold,[CC0000]Еврейское[-] Золото
resourceJewishGoldNuggetDesc,items,resource,,,[AAAAAA][CC0000]Jewish[-] gold for refining in the [FF3030]Jewish Forge[-].[-],[AAAAAA][CC0000]Еврейское[-] золото для переплавки в [FF3030]Еврейской кузнице[-].[-]
resourceJewishSilverNugget,items,resource,,,[FF6666]Jewish[-] Silver,[FF6666]Еврейское[-] Серебро
resourceJewishSilverNuggetDesc,items,resource,,,[AAAAAA][FF6666]Jewish[-] silver for refining in the [FF3030]Jewish Forge[-].[-],[AAAAAA][FF6666]Еврейское[-] серебро для переплавки в [FF3030]Еврейской кузнице[-].[-]
